PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Sex,Birthday,Day 1 Filming date,Age,,VVp,VAPi
465,32,Kyle Jason,2.04,9.40,0.22,1,2,5,56,8,0.24,0.78,6,0,7,0,0.46,2.82,32,6,1,6,0.25,0.75,2.82,0.5,0,6,1,7,1,0.14,5,2,6,2,11,4,0.364,1,0,0,2,0.25,5,0.71,M,,,0.0,,,5
466,32,Scot Pollard,0.74,6.57,0.11,0,4,7,54,8,0.48,1.27,5,0,7,0,0.60,2.01,27,8,1,4,0.50,0.50,2.01,0.5,0,4,0,5,0,0.00,4,3,6,0,10,3,0.300,1,0,0,3,0.38,5,0.63,M,,,0.0,,,7
467,32,Aubry Bracco,1.93,13.40,0.14,1,8,8,63,9,0.87,2.07,5,2,7,0.2857142857,1.30,5.72,39,2,1,1,0.89,0.11,4.01,3.5,1,7,0,11,1,0.09,6,2,6,2,12,4,0.333,1,0,0,4,0.44,4,0.44,F,,,0.0,,,8
468,32,Debbie Wanner,1.20,5.07,0.24,1,2,5,25,3,0.60,2.07,1,0,7,0,0.84,3.27,24,9,1,1,0.67,0.33,3.27,0,0,3,0,3,0,0.00,4,2,6,4,10,6,0.600,0,0,0,2,0.67,1,0.33,F,,,0.0,,,5
469,32,Joe Del Campo*,1.68,10.40,0.16,3,6,1,59,8,0.66,1.87,7,0,7,0,0.82,3.55,34,5,1,2,0.75,0.25,3.55,1.5,1,6,0,8,1,0.13,5,2,6,1,11,3,0.273,1,0,0,1,0.13,6,0.75,M,,,0.0,,,1
470,32,Liz Markham,0.27,0.62,0.43,0,0,2,6,1,-0.33,0.00,0,0,7,0,0.10,0.27,8,16,1,1,0.00,1.00,0.27,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,1,0,0,1,1.00,0,0.00,F,,,0.0,,,2
471,32,Neal Gottlieb*,0.85,2.62,0.32,1,0,0,6,1,-0.32,0.00,1,0,7,0,0.00,0.85,19,11,1,1,0.00,1.00,0.85,0,0,1,0,1,0,0.00,2,0,6,4,8,4,0.500,1,0,0,0,0.00,1,1.00,M,,,0.0,,,0
472,32,Peter Baggenstos,0.93,1.62,0.58,0,1,7,18,3,0.20,0.85,0,0,7,0,0.78,1.78,16,12,1,2,0.33,0.67,1.78,0,0,0,0,0,0,#DIV/0!,2,2,6,2,8,4,0.500,1,0,0,3,1.00,0,0.00,M,,,0.0,,,7
473,32,Anna Khait,0.41,1.28,0.32,2,0,5,6,1,-0.83,0.00,0,0,7,0,-0.52,0.41,14,13,1,1,0.00,1.00,0.41,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,2,0,0,1,1.00,0,0.00,F,,,0.0,,,5
474,32,Caleb Reynolds*,0.66,0.87,0.76,0,0,0,0,0,-1.00,0.00,0,0,7,0,-0.24,0.66,9,15,1,0,#DIV/0!,#DIV/0!,0.66,0,0,0,0,0,0,#DIV/0!,1,0,4,2,5,2,0.400,2,0,0,0,#DIV/0!,0,#DIV/0!,M,,,0.0,,,0
475,32,Julia Sokolowski,2.58,8.07,0.32,2,3,7,40,5,0.57,1.53,3,0,7,0,0.88,4.10,29,7,1,2,0.60,0.40,4.10,0.5,0.5,5,1,6,2,0.33,5,3,5,1,10,4,0.400,2,0,3,2,0.40,1,0.25,F,,,0.0,,,7
476,32,Michele Fitzgerald,5.20,13.40,0.39,1,4,2,45,6,0.66,3.11,5,5,7,0.7142857143,1.76,12.60,39,1,1,2,0.67,0.33,8.31,3.5,1.5,7,2,11,4,0.36,6,2,6,3,12,5,0.417,3,0,0,1,0.17,1,0.25,F,,,0.0,,,2
477,32,Nick Maiorano,2.32,3.82,0.61,0,0,6,10,1,-0.60,0.00,0,0,7,0,0.01,2.32,22,10,1,1,0.00,1.00,2.32,0,0,2,1,2,1,0.50,3,1,6,4,9,5,0.556,3,0,0,1,1.00,-1,#DIV/0!,M,,,0.0,,,6
478,32,Tai Trang,3.11,13.40,0.23,1,5,4,57,9,0.55,1.94,6,0,7,0,0.78,5.05,39,3,1,4,0.56,0.44,5.05,3.5,0.5,7,1,11,2,0.18,6,4,6,2,12,6,0.500,2,0,0,3,0.33,4,0.50,M,,,0.0,,,4
479,33,Adam Klein,1.76,13.22,0.13,2,9,6,100,12,0.75,2.10,7,10,10,1,1.88,9.86,39,1,1,3,0.75,0.25,3.86,1,0,10,1,11,1,0.09,6,1,7,3,13,4,0.308,1,0,0,5,0.42,6,0.55,M,,,,,,6
480,33,Ken McNickle,4.75,13.22,0.36,0,12,2,117,14,0.86,4.00,12,0,10,0,1.22,8.75,39,2,1,2,0.86,0.14,8.75,1,0,10,4,11,4,0.36,6,2,7,2,13,4,0.308,1,0,0,2,0.14,8,0.80,M,,,,,,2
481,33,David Wright,3.15,13.22,0.24,1,12,10,117,14,0.85,1.71,8,0,10,0,1.09,4.87,38,4,1,2,0.86,0.14,4.87,1,0,10,2,11,2,0.18,6,4,7,1,13,5,0.385,2,0,0,6,0.43,6,0.50,M,,,,,,10
482,33,Jay Starrett,4.04,11.22,0.36,1,3,9,92,10,0.29,0.65,6,0,10,0,0.65,4.68,36,6,1,7,0.30,0.70,4.68,1,1,8,2,9,3,0.33,6,0,7,5,13,5,0.385,2,0,0,4,0.40,3,0.38,M,,,,,1,10
483,33,Hannah Shapiro,1.11,13.22,0.08,3,9,5,101,14,0.64,2.00,10,0,10,0,0.72,3.11,39,2,1,5,0.64,0.36,3.11,1,0,10,0,11,0,0.00,6,1,7,5,13,6,0.462,1,0,0,4,0.29,10,0.71,F,,,,,4,9
484,33,Will Wahl,1.59,9.22,0.17,4,4,6,79,8,0.49,1.40,6,0,10,0,0.66,2.99,34,8,1,4,0.50,0.50,2.99,1,0,6,1,7,1,0.14,6,0,7,3,13,3,0.231,2,0,0,2,0.25,5,0.71,M,,,,,,6
485,33,Michaela Bradshaw,1.04,1.52,0.68,0,1,4,16,2,0.38,1.75,1,0,10,0,1.06,2.79,20,14,1,1,0.50,0.50,2.79,0,0,0,0,0,0,#DIV/0!,3,0,7,5,10,5,0.500,2,0,0,1,0.50,1,0.50,F,,,,,,4
486,33,Zeke Smith,1.62,8.22,0.20,1,4,10,70,7,0.55,1.14,5,0,10,0,0.75,2.76,33,9,1,3,0.57,0.43,2.76,1,0,5,0,6,0,0.00,6,4,7,3,13,7,0.538,2,0,0,2,0.29,5,0.71,M,,,,,,10
487,33,Sunday Burquest,1.26,10.22,0.12,2,5,5,103,11,0.45,1.41,8,0,10,0,0.57,2.68,35,7,1,6,0.45,0.55,2.68,1,0,7,0,8,0,0.00,6,4,7,2,13,6,0.462,1,0,0,3,0.27,8,0.73,F,,,,,,5
488,33,Chris Hammons,1.15,4.89,0.24,0,4,7,68,7,0.56,1.45,6,0,10,0,0.79,2.61,28,11,1,3,0.57,0.43,2.61,0,0,3,0,3,0,0.00,5,4,7,1,12,5,0.417,2,0,0,1,0.14,6,0.86,M,,,,,,7
489,33,Bret LaBelle,1.39,12.22,0.11,2,5,5,114,13,0.38,1.20,10,0,10,0,0.49,2.58,37,5,1,8,0.38,0.62,2.58,1,0,9,0,10,0,0.00,6,4,7,3,13,7,0.538,0,0,0,3,0.23,10,0.77,M,,,,,,5
490,33,Michelle Schubert,1.09,2.52,0.43,1,2,10,28,3,0.55,1.33,1,0,10,0,0.98,2.42,23,13,1,1,0.67,0.33,2.42,0,0,1,0,1,0,0.00,3,2,7,3,10,5,0.500,2,0,0,2,0.67,1,0.33,F,,,,,,10
491,33,Jessica Lewis,0.59,6.22,0.09,1,4,4,78,8,0.49,1.75,6,0,10,0,0.59,2.34,30,10,1,4,0.50,0.50,2.34,0,0,4,0,4,0,0.00,6,1,7,2,13,3,0.231,1,0,0,2,0.25,6,0.75,F,,,,,5,9
492,33,Figgy Figueroa,0.44,1.02,0.43,0,1,6,15,2,0.30,1.40,0,0,10,0,0.73,1.84,18,15,1,1,0.50,0.50,1.84,0,0,0,0,0,0,#DIV/0!,2,0,6,2,8,2,0.250,1,0,0,2,1.00,0,0.00,F,,,,,,6
493,33,Lucy Huang,0.24,0.57,0.41,0,1,2,27,3,0.31,1.56,2,0,10,0,0.72,1.79,12,17,1,2,0.33,0.67,1.79,0,0,0,0,0,0,#DIV/0!,1,1,4,1,5,2,0.400,0,0,0,1,0.33,2,0.67,F,,,,,,2
494,33,Paul Wachter,0.11,0.32,0.34,0,1,6,19,2,0.34,1.40,1,0,10,0,0.69,1.51,10,18,1,1,0.50,0.50,1.51,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,1,0.50,1,0.50,M,,,,,,6
495,33,Taylor Stocker,0.85,3.69,0.23,0,1,7,40,4,0.21,0.64,3,0,10,0,0.44,1.49,25,12,1,3,0.25,0.75,1.49,0,0,2,0,2,0,0.00,4,1,7,4,11,5,0.455,1,0,0,1,0.25,3,0.75,M,,,,,,7
496,33,CeCe Taylor,0.24,0.77,0.31,0,2,11,32,4,0.41,0.93,0,0,10,0,0.72,1.17,15,16,1,2,0.50,0.50,1.17,0,0,0,0,0,0,#DIV/0!,1,1,5,1,6,2,0.333,0,0,0,4,1.00,0,0.00,F,,,,,,11
497,33,Mari Takahashi,0.10,0.21,0.47,0,0,7,10,1,-0.70,0.00,0,0,10,0,-0.23,0.10,7,19,1,1,0.00,1.00,0.10,0,0,0,0,0,0,#DIV/0!,0,0,2,1,2,1,0.500,0,0,0,1,1.00,0,0.00,F,,,,,,7
498,33,Rachel Ako,0.00,0.10,0.00,0,0,5,10,1,-0.50,0.00,0,0,10,0,-0.50,0.00,4,20,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,F,,,,,,5
400,34,Brad Culpepper,6.56,12.81,0.51,0,8,2,103,12,0.67,3.11,5,3,10,0.30,1.48,11.47,39,2,2,4,0.67,0.33,9.67,0.5,0.25,10,5,10.5,5.25,0.50,6,3,7,5,13,8,0.615,0,0,0,7,0.58,0,-0.04,M,,,,,,2
416,34,Sarah Lacina,1.14,12.31,0.09,0,11,0,99,13,0.85,5.92,6,7,10,0.70,1.64,11.26,39,1,2,2,0.85,0.15,7.06,0,0,10,0,10,0,0.00,6,3,7,3,13,6,0.462,2,0,0,7,0.54,6,0.46,F,,,,,3,3
327,34,Andrea Boehlke,3.84,8.31,0.46,0,5,14,77,8,0.60,0.97,5,0,10,0.00,1.06,4.81,33,8,3,3,0.63,0.38,4.81,0,0,6,2,6,2,0.33,6,6,7,3,13,9,0.692,2,0,0,3,0.38,3,0.50,M,,,,,,14
357,34,Troyzan Robertson,1.64,12.81,0.13,2,8,2,105,12,0.67,3.11,6,0,10,0,0.79,4.75,39,3,2,4,0.67,0.33,4.75,0.5,0,10,1,10.5,1,0.10,6,1,7,2,13,3,0.231,2,0,0,6,0.50,5,0.45,F,,,,,,2
170,34,Cirie Fields,0.87,10.31,0.08,2,4,0,77,8,0.50,3.50,4,0,10,0,0.58,4.37,36,6,4,4,0.50,0.50,4.37,0,0,8,0,8,0,0.00,6,1,7,4,13,5,0.385,1,0,0,4,0.50,4,0.50,F,,,,,1,1
467,34,Aubry Bracco,2.29,11.31,0.20,0,6,8,117,13,0.46,1.08,5,0,10,0,0.66,3.36,37,5,2,7,0.46,0.54,3.36,0,0,9,1,9,1,0.11,6,3,7,3,13,6,0.462,1,0,0,8,0.62,4,0.33,M,,,,,2,10
468,34,Debbie Wanner,0.92,4.63,0.20,0,6,6,60,7,0.84,2.40,4,0,10,0,1.04,3.32,26,11,2,1,0.86,0.14,3.32,0,0,3,0,3,0,0.00,4,3,6,3,10,6,0.600,0,0,3,3,0.43,4,0.57,F,,,,,,6
478,34,Tai Trang,1.85,12.81,0.14,0,9,10,109,13,0.69,1.38,5,0,10,0,0.83,3.23,38,4,2,4,0.69,0.31,3.23,0.5,0.25,10,1,10.5,1.25,0.12,6,2,7,3,13,5,0.385,0,0,0,8,0.62,4,0.31,F,,,,,,10
184,34,Ozzy Lusth,1.10,4.07,0.27,0,3,7,39,4,0.71,1.91,3,0,10,0,0.98,3.01,24,12,4,1,0.75,0.25,3.01,0.5,0,2,0,2.5,0,0.00,3,3,7,3,10,6,0.600,2,0,0,1,0.25,3,0.75,F,,,,,6,13
373,34,Malcolm Freberg,0.42,1.08,0.39,0,2,5,30,3,0.61,2.07,2,0,10,0,1.00,2.49,11,17,3,1,0.67,0.33,2.49,0.5,0.5,0,0,0.5,0.5,1.00,0,0,4,1,4,1,0.250,0,0,0,1,0.33,2,0.50,M,,,,,,5
449,34,Hali Ford,0.49,2.41,0.20,0,4,8,49,5,0.77,1.87,2,0,10,0,0.97,2.35,21,13,2,1,0.80,0.20,2.35,0,0,1,0,1,0,0.00,2,0,7,3,9,3,0.333,0,0,0,3,0.60,2,0.40,F,,,,,,8
486,34,Zeke Smith,1.30,5.97,0.22,0,3,11,60,6,0.47,0.93,3,0,10,0,0.69,2.24,29,10,2,3,0.50,0.50,2.24,0,0,4,0,4,0,0.00,5,4,7,3,12,7,0.583,2,0,0,3,0.50,3,0.50,M,,,,,,11
448,34,Sierra Thomas,0.90,7.31,0.12,0,4,9,73,7,0.55,1.23,3,0,10,0,0.68,2.13,32,9,2,3,0.57,0.43,2.13,0,0,5,0,5,0,0.00,6,1,7,5,13,6,0.462,0,0,0,4,0.57,3,0.43,F,,,,,,9
474,34,Caleb Reynolds,0.00,0.38,0.00,0,2,5,25,3,0.60,2.07,2,0,10,0,0.60,2.07,9,18,2,1,0.67,0.33,2.07,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0.000,0,0,0,1,0.33,2,0.67,M,,,,,,5
26,34,Jeff Varner,0.41,1.41,0.29,0,3,6,48,6,0.48,1.40,4,0,10,0,0.77,1.81,18,14,3,3,0.50,0.50,1.81,0,0,0,0,0,0,#DIV/0!,2,1,7,1,9,2,0.222,1,0,0,2,0.33,4,0.67,F,,,,,,6
485,34,Michaela Bradshaw,0.55,9.31,0.06,1,7,11,106,11,0.63,1.19,4,0,10,0,0.69,1.74,35,7,2,4,0.64,0.36,1.74,0,0,7,0,7,0,0.00,6,0,7,3,13,3,0.231,1,0,0,7,0.64,4,0.36,M,,,,,,11
97,34,Sandra Diaz-Twine,0.27,1.12,0.24,1,2,5,42,5,0.38,1.24,3,0,10,0,0.61,1.51,16,15,3,3,0.40,0.60,1.51,0,0,0,0,0,0,#DIV/0!,1,0,6,1,7,1,0.143,1,0,0,2,0.40,3,0.60,M,,,,,,5
407,34,Tony Vlachos,0.00,0.21,0.00,0,1,7,19,2,0.32,1.27,1,0,10,0,0.32,1.27,6,19,2,1,0.50,0.50,1.27,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,0,1,0.50,1,0.50,M,,,,,,7
266,34,J.T. Thomas,0.73,1.48,0.49,0,0,3,16,2,-0.09,0.00,0,0,10,0,0.40,0.73,13,16,3,2,0.00,1.00,0.73,0.5,0.5,0,0,0.5,0.5,1.00,1,0,5,3,6,3,0.500,1,0,0,2,1.00,-1,-0.25,M,,,,,,3
403,34,Ciera Eastin,0.00,0.10,0.00,0,0,9,10,1,-0.90,0.00,0,0,10,0,-0.90,0.00,3,20,3,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,1,1.00,0,0.00,F,,,,,,9
499,35,Ben Driebergen,1.78,14.28,0.12,1,7,2,73,9,0.77,3.63,5,5,8,0.625,1.52,9.16,39,1,1,2,0.78,0.22,5.41,2,0,9,0,11,0,0.00,8,2,6,4,14,6,0.429,4,0,0,4,0.44,5,0.56,M,,,,,9,11
500,35,Chrissy Hofbeck,6.43,14.28,0.45,1,5,7,82,11,0.45,1.16,9,2,8,0.25,1.15,9.09,39,2,1,6,0.45,0.55,7.59,2,1,9,4,11,5,0.45,8,4,6,1,14,5,0.357,3,0,0,2,0.18,4,0.57,F,,,,,,7
501,35,Devon Pinto,1.53,14.28,0.11,1,9,1,82,10,0.90,5.04,9,0,8,0,1.01,6.57,38,4,1,1,0.90,0.10,6.57,2,0,9,0,11,0,0.00,8,4,6,0,14,4,0.286,3,0,0,1,0.10,9,0.90,M,,,,,,1
502,35,Lauren Rimmer,2.86,10.78,0.27,4,6,3,67,7,0.85,3.43,5,0,8,0,1.12,6.29,33,7,1,1,0.86,0.14,6.29,2,1,6,1,8,2,0.25,7,1,6,2,13,3,0.231,2,0,0,2,0.29,3,0.50,F,,,,,,3
503,35,Ryan Ulrich,0.63,14.28,0.04,1,8,0,87,12,0.67,4.67,11,1,8,0.125,0.84,6.05,39,3,1,4,0.67,0.33,5.30,2,0,9,0,11,0,0.00,8,2,6,0,14,2,0.143,2,0,0,1,0.08,11,0.92,M,,,,,2,2
504,35,Ashley Nolan,3.13,12.28,0.26,0,5,8,72,9,0.54,1.30,6,0,8,0,0.80,4.43,36,6,1,4,0.56,0.44,4.43,2,0,7,2,9,2,0.22,8,2,6,1,14,3,0.214,4,0,0,3,0.33,4,0.57,F,,,,,,8
505,35,Desi Williams,2.13,4.33,0.49,0,1,4,26,3,0.28,1.17,2,0,8,0,0.77,3.30,21,11,1,2,0.33,0.67,3.30,0,0,2,0,2,0,0.00,5,2,6,2,11,4,0.364,3,0,0,1,0.33,2,0.67,F,,,,,,4
506,35,Cole Medders,2.98,5.53,0.54,0,0,7,32,3,-0.07,0.00,2,0,8,0,0.47,2.98,24,10,1,3,0.00,1.00,2.98,0,0,3,1,3,1,0.33,6,4,6,5,12,9,0.750,3,0,0,1,0.33,1,0.50,M,,,,,,7
507,35,JP Hilsabeck,0.93,7.53,0.12,0,5,6,56,7,0.70,2.00,5,0,8,0,0.82,2.93,27,9,1,2,0.71,0.29,2.93,1,0,4,0,5,0,0.00,6,3,6,1,12,4,0.333,3,0,0,2,0.29,5,0.71,M,,,,,,6
508,35,Alan Ball,0.38,1.13,0.34,0,1,2,10,2,0.40,2.33,1,0,8,0,0.74,2.72,11,15,1,1,0.50,0.50,2.72,0,0,0,0,0,0,#DIV/0!,2,0,4,1,6,1,0.167,2,0,0,1,0.50,1,0.50,M,,,,,,2
509,35,Mike Zahalsky,1.31,13.28,0.10,3,3,5,67,8,0.37,1.17,4,0,8,0,0.46,2.48,37,5,1,5,0.38,0.63,2.48,2,0,8,0,10,0,0.00,8,3,6,4,14,7,0.500,1,0,0,4,0.50,4,0.50,M,,,,,2,7
510,35,Ali Elliott,0.43,2.13,0.20,0,2,3,20,4,0.46,2.00,3,0,8,0,0.67,2.43,16,13,1,2,0.50,0.50,2.43,0,0,0,0,0,0,#DIV/0!,4,1,6,0,10,1,0.100,2,0,0,1,0.25,3,0.75,F,,,,,,3
511,35,Joe Mena,1.18,8.78,0.13,2,3,9,53,6,0.47,1.08,2,0,8,0,0.61,2.26,30,8,1,3,0.50,0.50,2.26,1,0,5,0,6,0,0.00,7,4,6,1,13,5,0.385,3,0,0,4,0.67,2,0.33,M,,,,,2,11
512,35,Jessica Johnston,1.78,3.13,0.57,0,0,7,12,1,-0.58,0.00,0,0,8,0,-0.01,1.78,19,12,1,1,0.00,1.00,1.78,0,0,1,1,1,1,1.00,4,2,6,5,10,7,0.700,3,0,0,1,1.00,-1,#DIV/0!,F,,,,,,7
513,35,Patrick Bolton,0.08,0.73,0.11,0,1,5,11,2,0.27,1.56,0,0,8,0,0.39,1.64,8,16,1,1,0.50,0.50,1.64,0,0,0,0,0,0,#DIV/0!,1,0,3,0,4,0,0.000,1,0,0,2,1.00,0,0.00,M,,,,,,5
514,35,Roark Luskin,0.73,1.63,0.45,0,0,3,5,1,-0.60,0.00,0,0,8,0,-0.15,0.73,14,14,1,1,0.00,1.00,0.73,0,0,0,0,0,0,#DIV/0!,3,1,5,2,8,3,0.375,2,0,0,1,1.00,0,0.00,F,,,,,,3
515,35,Katrina Radke,0.08,0.33,0.25,0,0,5,6,1,-0.83,0.00,0,0,8,0,-0.58,0.08,3,18,1,1,0.00,1.00,0.08,0,0,0,0,0,0,#DIV/0!,1,0,1,0,2,0,0.000,1,0,0,1,1.00,0,0.00,F,,,,,,5
516,35,Simone Nguyen,0.08,0.53,0.16,0,0,5,6,1,-0.83,0.00,0,0,8,0,-0.68,0.08,6,17,1,1,0.00,1.00,0.08,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0.000,1,0,0,1,1.00,0,0.00,F,,,,,,5
517,36,Domenick Abbate,4.31,12.39,0.35,1,8,2,80,10,0.80,3.73,0,5,11,0.45,1.60,10.77,39,2,1,2,0.80,0.20,8.04,1,0,9,3,10,3,0.30,6,3,7,4,13,7,0.538,1,0,0,,,,,M,,,,,,2
518,36,Wendell Holland,3.95,12.39,0.32,0,7,5,75,9,0.77,2.42,0,6,11,0.55,1.63,9.65,39,1,1,2,0.78,0.22,6.37,1,0,9,2,10,2,0.20,6,4,7,6,13,10,0.769,1,0,1,,,,,M,,,,,,5
519,36,Laurel Johnson,2.45,12.72,0.19,1,10,2,92,11,0.91,4.24,2,0,11,0.00,1.10,6.69,39,3,1,1,0.91,0.09,6.69,1,0,9,1,10,1,0.10,7,4,7,4,14,8,0.571,0,0,0,,,,,F,,,,,1,3
520,36,Chelsea Townsend,3.04,7.89,0.39,2,6,5,70,8,0.74,2.33,0,0,11,0,1.13,5.37,32,8,1,2,0.75,0.25,5.37,1,0,5,2,6,2,0.33,5,3,7,3,12,6,0.500,1,0,0,,,,,F,,,,,,5
521,36,Sebastian Noel,2.10,10.72,0.20,0,6,5,78,9,0.66,2.07,0,0,11,0,0.86,4.17,36,6,1,3,0.67,0.33,4.17,1,1,7,0,8,1,0.13,7,1,7,5,14,6,0.429,1,0,1,,,,,M,,,,,,5
522,36,Kellyn Bechtold,1.65,9.39,0.18,0,6,4,78,10,0.59,2.10,0,0,11,0,0.77,3.75,35,7,1,4,0.60,0.40,3.75,1,0,6,1,7,1,0.14,6,1,7,3,13,4,0.308,1,0,1,,,,,F,,,,,,4
523,36,Angela Perkins,1.89,12.39,0.15,2,4,3,79,9,0.44,1.78,0,0,11,0,0.59,3.67,38,4,1,5,0.44,0.56,3.67,1,0,9,1,10,1,0.10,6,3,7,3,13,6,0.462,1,0,1,,,,,F,,,,,,3
524,36,Jenna Bowman,0.64,5.89,0.11,1,5,3,74,8,0.62,2.50,2,0,11,0,0.73,3.14,29,10,1,3,0.63,0.38,3.14,0,0,4,0,4,0,0.00,5,1,7,2,12,3,0.250,1,0,1,,,,,F,,,,,,3
525,36,James Lim,0.50,1.02,0.49,0,3,6,30,4,0.70,2.10,1,0,11,0,1.19,2.60,17,15,1,1,0.75,0.25,2.60,0,0,0,0,0,0,#DIV/0!,2,2,6,2,8,4,0.500,0,0,0,,,,,M,,,,,,6
526,36,Libby Vincek,1.02,3.69,0.28,0,4,8,55,6,0.64,1.56,2,0,11,0,0.92,2.57,25,12,1,2,0.67,0.33,2.57,0,0,2,0,2,0,0.00,4,4,7,2,11,6,0.545,1,0,0,,,,,F,,,,,,8
527,36,Brendan Shapiro,0.44,0.91,0.49,0,2,5,26,3,0.60,2.07,2,0,11,0,1.09,2.52,12,17,1,1,0.67,0.33,2.52,0,0,0,0,0,0,#DIV/0!,2,1,4,1,6,2,0.333,0,0,0,,,,,M,,,,,,5
528,36,Michael Yerger,0.77,6.22,0.12,0,5,5,80,9,0.55,1.73,1,0,11,0,0.67,2.50,29,9,1,4,0.56,0.44,2.50,0,0,4,0,4,0,0.00,6,2,7,1,13,3,0.231,1,0,0,,,,,M,,,,,7,12
529,36,Bradley Kleihege,0.67,1.52,0.44,0,2,8,22,3,0.55,1.56,0,0,11,0,0.99,2.23,19,14,1,1,0.67,0.33,2.23,0,0,0,0,0,0,#DIV/0!,3,1,7,3,10,4,0.400,1,0,0,,,,,M,,,,,,8
530,36,Donathan Hurley,1.02,11.39,0.09,0,6,9,88,11,0.54,1.17,0,0,11,0,0.63,2.19,37,5,1,5,0.55,0.45,2.19,1,0,8,0,9,0,0.00,6,4,7,2,13,6,0.462,1,0,1,,,,,M,,,,,1,10
531,36,Desiree Afuye,0.45,5.22,0.09,1,4,10,57,6,0.64,1.33,0,0,11,0,0.72,1.78,27,11,1,2,0.67,0.33,1.78,0,0,3,0,3,0,0.00,6,0,7,3,13,3,0.231,1,0,0,,,,,F,,,,,,10
532,36,Stephanie Johnson,0.11,0.82,0.14,0,2,7,34,4,0.45,1.27,2,0,11,0,0.58,1.38,14,16,1,2,0.50,0.50,1.38,0,0,0,0,0,0,#DIV/0!,2,0,5,1,7,1,0.143,0,0,0,,,,,F,,,,,,7
533,36,Chris Noble,1.29,2.86,0.45,0,0,10,13,1,-0.77,0.00,0,0,11,0,-0.32,1.29,22,13,1,1,0.00,1.00,1.29,0,0,1,0,1,0,0.00,4,2,7,6,11,8,0.727,1,0,0,,,,,M,,,,,,10
534,36,Morgan Ricke,0.21,0.32,0.66,0,0,4,8,1,-0.50,0.00,0,0,11,0,0.16,0.21,9,18,1,1,0.00,1.00,0.21,0,0,0,0,0,0,#DIV/0!,0,0,3,2,3,2,0.667,0,0,0,,,,,F,,,,,,4
535,36,Jacob Derwin,0.00,0.21,0.00,0,0,5,8,1,-0.63,0.00,0,0,11,0,-0.63,0.00,6,19,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0.000,0,0,1,,,,,M,,,,,,5
536,36,Stephanie Gonzalez,0.00,0.10,0.00,0,0,8,9,1,-0.89,0.00,0,0,11,0,-0.89,0.00,3,20,1,1,0.00,1.00,0.00,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0.000,0,0,0,,,,,F,,,,,,8
537,37,Nick Wilson,4.12,13.75,0.30,1,10,0,99,13,0.77,5.38,12,7,10,0.70,1.77,13.70,39,1,1,3,0.77,0.23,9.50,1,0,10,3,11,3,0.27,7,2,6,1,13,3,0.231,3,0,0,,,,,M,,,,,,0
538,37,Mike White,2.19,13.75,0.16,0,9,1,100,12,0.75,4.20,10,3,10,0.30,1.21,8.19,39,2,1,3,0.75,0.25,6.39,1,0,10,1,11,1,0.09,7,3,6,2,13,5,0.385,3,0,0,,,,,M,,,,,,1
539,37,Kara Kay,2.19,13.75,0.16,1,7,0,96,11,0.64,4.45,10,0,10,0,0.80,6.64,38,4,1,4,0.64,0.36,6.64,1,0,10,1,11,1,0.09,7,3,6,3,13,6,0.462,1,0,0,,,,,F,,,,,,0
540,37,Davie Rickenbacker,3.10,11.75,0.26,0,5,5,90,10,0.49,1.56,7,0,10,0,0.76,4.66,36,6,1,5,0.50,0.50,4.66,1,1,8,0,9,1,0.11,7,3,6,2,13,5,0.385,1,0,0,,,,,M,,,,,2,7
541,37,Christian Hubicki,2.54,11.00,0.23,1,6,6,79,8,0.74,2.10,4,0,10,0,0.97,4.64,35,7,1,2,0.75,0.25,4.64,1,0,7,1,8,1,0.13,8,4,6,3,14,7,0.500,1,0,0,,,,,M,,,,,12,18
542,37,Gabby Pascuzzi,1.04,8.75,0.12,1,5,2,72,7,0.71,3.33,6,0,10,0,0.83,4.38,32,8,1,2,0.71,0.29,4.38,0,0,6,0,6,0,0.00,7,3,6,2,13,5,0.385,1,0,0,,,,,F,,,,,,2
